customer_id,date,revenue,country,segment,churned,users,marketing_spend,month_year
1089,25-05-2023,135,India,Startup,0,38,3020,2023-05
1056,25-05-2023,871,USA,Enterprise,0,37,2794,2023-05
1008,25-05-2023,679,India,Enterprise,0,27,2641,2023-05
1024,25-05-2023,484,India,SMB,0,49,9026,2023-05
1023,25-05-2023,709,India,Enterprise,0,25,5856,2023-05
1042,25-05-2023,327,Australia,Enterprise,0,14,3729,2023-05
1021,25-05-2023,216,India,Enterprise,0,41,8560,2023-05
1057,25-05-2023,498,India,SMB,0,20,3669,2023-05
1077,25-05-2023,680,USA,Startup,0,28,2750,2023-05
1064,25-05-2023,724,India,SMB,0,16,7261,2023-05
1010,25-05-2023,823,Germany,Startup,0,32,6484,2023-05
1051,25-05-2023,311,Germany,SMB,0,2,9737,2023-05
1084,25-05-2023,274,UK,Enterprise,0,7,9849,2023-05
1030,25-05-2023,227,Germany,Startup,0,28,6598,2023-05
1045,25-05-2023,330,Germany,Startup,1,13,2216,2023-05
1016,26-05-2023,973,Germany,SMB,0,46,5913,2023-05
1076,26-05-2023,314,Germany,SMB,0,35,4128,2023-05
1015,26-05-2023,966,India,Enterprise,0,22,2041,2023-05
1081,26-05-2023,93,UK,Enterprise,0,27,5549,2023-05
1094,26-05-2023,487,India,Startup,0,29,3514,2023-05
1028,26-05-2023,313,India,Enterprise,1,18,4710,2023-05
1073,26-05-2023,940,UK,SMB,1,25,4629,2023-05
1024,26-05-2023,437,Australia,Enterprise,0,1,9929,2023-05
1033,26-05-2023,95,Australia,Enterprise,1,36,665,2023-05
1077,26-05-2023,634,India,Startup,0,23,5520,2023-05
1085,26-05-2023,460,Australia,Enterprise,1,19,596,2023-05
1050,26-05-2023,428,USA,Startup,0,32,8689,2023-05
1029,26-05-2023,418,India,SMB,0,14,1161,2023-05
1084,26-05-2023,467,India,Enterprise,0,32,5162,2023-05
1037,26-05-2023,697,Australia,Enterprise,0,21,8356,2023-05
1069,26-05-2023,143,UK,Startup,0,49,1241,2023-05
1097,26-05-2023,217,USA,SMB,0,43,7523,2023-05
1057,26-05-2023,491,UK,Startup,0,11,6298,2023-05
1058,26-05-2023,580,Germany,SMB,0,14,3945,2023-05
1082,26-05-2023,181,India,Startup,0,35,6616,2023-05
1008,26-05-2023,354,UK,Enterprise,0,16,8097,2023-05
1012,26-05-2023,764,UK,SMB,0,37,4066,2023-05
1087,26-05-2023,562,USA,Startup,1,17,9051,2023-05
1023,26-05-2023,334,Australia,Enterprise,0,30,5979,2023-05
1092,27-05-2023,768,India,Enterprise,0,18,2164,2023-05
1025,27-05-2023,551,USA,Startup,1,38,3067,2023-05
1083,27-05-2023,723,India,Enterprise,1,7,8467,2023-05
1002,27-05-2023,634,India,Startup,0,2,4114,2023-05
1081,27-05-2023,897,India,Enterprise,0,7,5033,2023-05
1026,27-05-2023,526,UK,SMB,1,46,825,2023-05
1003,27-05-2023,371,UK,Startup,0,4,7652,2023-05
1016,27-05-2023,891,India,SMB,0,42,2571,2023-05
1054,27-05-2023,310,UK,Startup,0,13,4512,2023-05
1065,27-05-2023,681,India,Startup,0,26,8374,2023-05
1053,27-05-2023,226,UK,Enterprise,0,23,1453,2023-05
1057,27-05-2023,869,UK,SMB,0,7,6242,2023-05
1055,27-05-2023,207,Australia,SMB,0,12,9574,2023-05
1048,27-05-2023,256,India,SMB,0,41,2653,2023-05
1098,27-05-2023,715,USA,Startup,0,38,2033,2023-05
1034,27-05-2023,526,USA,Enterprise,1,36,2191,2023-05
1086,27-05-2023,754,Australia,SMB,1,19,6673,2023-05
1078,27-05-2023,123,Germany,SMB,0,20,6204,2023-05
1079,27-05-2023,793,USA,Startup,0,24,1018,2023-05
1039,27-05-2023,501,UK,Enterprise,0,35,5432,2023-05
1100,27-05-2023,805,USA,Startup,0,16,6775,2023-05
1021,27-05-2023,876,UK,SMB,0,49,4670,2023-05
1023,27-05-2023,107,UK,SMB,0,11,642,2023-05
1056,27-05-2023,157,Australia,Enterprise,0,5,887,2023-05
1015,27-05-2023,617,UK,SMB,0,48,2271,2023-05
1043,27-05-2023,809,Australia,Enterprise,0,21,7257,2023-05
1012,27-05-2023,566,Australia,Enterprise,0,19,659,2023-05
1060,27-05-2023,707,USA,SMB,1,24,9916,2023-05
1066,27-05-2023,182,Australia,SMB,0,34,9082,2023-05
1052,27-05-2023,907,India,SMB,0,32,2054,2023-05
1050,27-05-2023,181,USA,Enterprise,0,6,940,2023-05
1076,27-05-2023,767,Germany,Enterprise,0,10,7275,2023-05
1082,27-05-2023,676,India,SMB,0,32,4770,2023-05
1084,27-05-2023,247,USA,SMB,0,43,952,2023-05
1031,27-05-2023,240,USA,SMB,0,13,2214,2023-05
1089,27-05-2023,822,Germany,SMB,0,20,9609,2023-05
1001,27-05-2023,848,India,Startup,0,4,2230,2023-05
1004,27-05-2023,406,India,Enterprise,0,4,7528,2023-05
1022,28-05-2023,154,UK,Enterprise,0,49,4643,2023-05
1069,28-05-2023,709,Australia,SMB,0,40,5033,2023-05
1043,28-05-2023,315,USA,Enterprise,0,11,5601,2023-05
1016,28-05-2023,696,UK,SMB,0,26,9171,2023-05
1080,28-05-2023,208,UK,Enterprise,0,22,4711,2023-05
1092,28-05-2023,441,Australia,SMB,0,23,7212,2023-05
1096,28-05-2023,950,Australia,Startup,0,28,7991,2023-05
1040,28-05-2023,418,India,SMB,1,48,6706,2023-05
1009,28-05-2023,673,UK,Enterprise,0,22,4281,2023-05
1013,28-05-2023,233,Australia,Enterprise,0,21,6522,2023-05
1026,28-05-2023,408,India,SMB,0,20,1755,2023-05
1044,28-05-2023,666,USA,SMB,0,33,9092,2023-05
1014,28-05-2023,427,India,Enterprise,0,6,7132,2023-05
1037,28-05-2023,231,Germany,Enterprise,0,6,4659,2023-05
1051,28-05-2023,137,India,Enterprise,0,34,4491,2023-05
1093,28-05-2023,563,Australia,Enterprise,0,32,1617,2023-05
1066,28-05-2023,554,India,SMB,0,22,8646,2023-05
1084,28-05-2023,497,UK,Enterprise,0,12,5374,2023-05
1076,28-05-2023,805,UK,SMB,0,14,7188,2023-05
1058,28-05-2023,663,Australia,SMB,0,24,5940,2023-05
1012,28-05-2023,863,Australia,Startup,0,10,6095,2023-05
1028,28-05-2023,501,Germany,SMB,0,38,9250,2023-05
1031,28-05-2023,726,USA,Enterprise,0,12,8777,2023-05
1039,28-05-2023,373,Australia,Enterprise,0,12,5909,2023-05
1073,28-05-2023,70,UK,Enterprise,0,10,4007,2023-05
1006,28-05-2023,810,India,SMB,0,45,9220,2023-05
1068,29-05-2023,811,Australia,Startup,0,41,6498,2023-05
1025,29-05-2023,761,USA,Startup,0,33,2537,2023-05
1061,29-05-2023,307,UK,SMB,0,14,3630,2023-05
1073,29-05-2023,409,USA,SMB,0,20,2804,2023-05
1084,29-05-2023,378,India,Startup,0,39,8912,2023-05
1020,29-05-2023,832,Germany,SMB,0,47,4281,2023-05
1090,29-05-2023,984,India,SMB,0,9,5582,2023-05
1066,29-05-2023,276,Germany,Startup,1,29,7068,2023-05
1002,29-05-2023,501,USA,SMB,1,45,4450,2023-05
1022,29-05-2023,660,Germany,Enterprise,0,6,9051,2023-05
1023,29-05-2023,430,Germany,Enterprise,1,45,7687,2023-05
1008,29-05-2023,678,UK,Enterprise,0,37,9502,2023-05
1029,29-05-2023,136,USA,SMB,0,7,6756,2023-05
1045,29-05-2023,342,India,Startup,0,35,4048,2023-05
1072,29-05-2023,570,Australia,SMB,0,12,3289,2023-05
1034,29-05-2023,888,Germany,Enterprise,0,31,3162,2023-05
1060,29-05-2023,251,USA,Startup,0,19,3856,2023-05
1027,29-05-2023,732,Australia,SMB,0,10,4737,2023-05
1070,29-05-2023,101,Germany,SMB,0,37,6435,2023-05
1098,29-05-2023,427,Germany,SMB,0,41,6419,2023-05
1064,29-05-2023,485,Australia,Startup,0,40,679,2023-05
1063,29-05-2023,943,Germany,Enterprise,0,38,9429,2023-05
1050,29-05-2023,697,UK,Startup,0,26,8498,2023-05
1054,29-05-2023,66,UK,Startup,0,21,9945,2023-05
1041,29-05-2023,203,India,SMB,0,4,1829,2023-05
1071,29-05-2023,476,Germany,Startup,0,25,9861,2023-05
1056,29-05-2023,100,USA,SMB,0,17,2230,2023-05
1057,29-05-2023,192,Germany,SMB,0,17,764,2023-05
1100,29-05-2023,56,UK,Startup,0,9,8799,2023-05
1080,29-05-2023,541,UK,SMB,0,20,8459,2023-05
1082,29-05-2023,174,USA,Enterprise,0,16,4347,2023-05
1076,29-05-2023,652,USA,Startup,0,3,9114,2023-05
1036,30-05-2023,870,USA,SMB,0,43,700,2023-05
1043,30-05-2023,280,Germany,SMB,0,40,6990,2023-05
1080,30-05-2023,398,Germany,Enterprise,1,26,2129,2023-05
1070,30-05-2023,996,USA,Enterprise,0,39,1475,2023-05
1019,30-05-2023,501,USA,Enterprise,1,9,713,2023-05
1094,30-05-2023,827,UK,Enterprise,0,48,7776,2023-05
1090,30-05-2023,906,Germany,Startup,0,40,2667,2023-05
1091,30-05-2023,889,USA,SMB,1,49,2877,2023-05
1098,30-05-2023,275,UK,Startup,0,34,9177,2023-05
1024,30-05-2023,386,Germany,SMB,0,41,8105,2023-05
1093,30-05-2023,325,USA,SMB,0,48,5094,2023-05
1047,30-05-2023,852,UK,Startup,0,18,7898,2023-05
1071,30-05-2023,388,Australia,Startup,0,24,1285,2023-05
1032,30-05-2023,885,Germany,Startup,0,41,3609,2023-05
1086,30-05-2023,277,Australia,Enterprise,0,9,2913,2023-05
1008,30-05-2023,669,Germany,Enterprise,0,3,1143,2023-05
1062,30-05-2023,345,UK,Startup,0,31,4437,2023-05
1051,30-05-2023,761,India,Enterprise,0,27,1568,2023-05
1045,30-05-2023,988,UK,SMB,0,7,675,2023-05
1100,30-05-2023,977,USA,SMB,0,11,4562,2023-05
1031,30-05-2023,679,Australia,Enterprise,0,1,6112,2023-05
1055,30-05-2023,325,India,Startup,0,33,5238,2023-05
1073,30-05-2023,401,Germany,Enterprise,0,49,4384,2023-05
1029,30-05-2023,782,USA,SMB,0,13,2927,2023-05
1016,30-05-2023,373,Germany,SMB,0,11,9053,2023-05
1044,31-05-2023,498,Australia,SMB,0,45,6467,2023-05
1005,31-05-2023,334,Australia,SMB,0,13,836,2023-05
1009,31-05-2023,985,India,Startup,0,36,3470,2023-05
1088,31-05-2023,247,USA,Startup,0,25,9196,2023-05
1013,31-05-2023,159,Australia,Enterprise,0,35,3336,2023-05
1066,31-05-2023,960,UK,Enterprise,0,47,8106,2023-05
1094,31-05-2023,227,UK,SMB,0,11,2001,2023-05
1031,31-05-2023,178,USA,SMB,0,13,8105,2023-05
1100,31-05-2023,870,Germany,SMB,0,27,8874,2023-05
1003,31-05-2023,400,UK,SMB,0,38,3349,2023-05
1052,31-05-2023,389,Australia,Startup,0,24,7014,2023-05
1059,31-05-2023,407,India,Enterprise,0,1,6325,2023-05
1057,31-05-2023,466,Australia,SMB,0,32,5948,2023-05
1063,31-05-2023,96,Australia,SMB,0,31,1643,2023-05
1060,31-05-2023,447,Australia,Enterprise,0,36,2462,2023-05
1064,31-05-2023,423,USA,SMB,0,27,9205,2023-05
1020,31-05-2023,383,India,Enterprise,0,38,9990,2023-05
1046,31-05-2023,970,UK,Enterprise,0,26,8059,2023-05
1010,31-05-2023,874,India,Startup,0,1,1179,2023-05
1077,31-05-2023,72,Germany,SMB,0,4,509,2023-05
1070,31-05-2023,677,Germany,SMB,1,10,4716,2023-05
1029,31-05-2023,188,USA,Startup,0,4,1956,2023-05
1019,31-05-2023,93,UK,SMB,1,6,8276,2023-05
1024,31-05-2023,288,UK,Enterprise,0,1,2362,2023-05
1014,31-05-2023,259,USA,SMB,0,44,8959,2023-05
1087,31-05-2023,839,UK,Startup,0,14,7719,2023-05
1076,31-05-2023,784,Australia,SMB,0,48,3335,2023-05
1040,31-05-2023,895,Germany,Enterprise,0,43,5608,2023-05
1047,31-05-2023,346,Germany,Startup,0,31,4368,2023-05
1007,31-05-2023,768,India,Enterprise,0,15,2507,2023-05
1001,31-05-2023,299,USA,Startup,0,19,7352,2023-05
1023,31-05-2023,238,Germany,SMB,0,25,2110,2023-05
1075,31-05-2023,444,UK,SMB,0,22,9071,2023-05
1072,31-05-2023,501,Australia,SMB,0,17,7525,2023-05
1042,31-05-2023,781,UK,SMB,0,24,1347,2023-05
1050,31-05-2023,973,Germany,Enterprise,0,42,6832,2023-05
1022,31-05-2023,578,USA,Enterprise,1,35,2307,2023-05
1027,01-06-2023,707,USA,Enterprise,0,5,6113,2023-06
1067,01-06-2023,609,UK,SMB,0,18,7991,2023-06
1055,01-06-2023,896,Germany,Startup,1,32,9913,2023-06
1032,01-06-2023,499,USA,SMB,0,44,1394,2023-06
1028,01-06-2023,880,India,Enterprise,0,10,5493,2023-06
1049,01-06-2023,144,Germany,Startup,0,1,9737,2023-06
1020,01-06-2023,787,Germany,Startup,0,28,871,2023-06
1047,01-06-2023,547,Germany,Startup,0,43,5173,2023-06
1070,01-06-2023,226,India,SMB,0,28,1946,2023-06
1007,01-06-2023,580,Germany,SMB,0,15,3529,2023-06
1071,01-06-2023,90,USA,Enterprise,0,5,6879,2023-06
1006,01-06-2023,175,USA,Startup,0,30,7781,2023-06
1033,01-06-2023,969,Australia,Enterprise,0,18,7830,2023-06
1065,01-06-2023,784,UK,Enterprise,0,44,5533,2023-06
1064,01-06-2023,571,India,SMB,0,16,8993,2023-06
1004,01-06-2023,702,USA,Enterprise,0,20,1460,2023-06
1022,01-06-2023,113,Germany,Startup,0,13,746,2023-06
1025,01-06-2023,522,India,Enterprise,0,45,6825,2023-06
1002,01-06-2023,213,Australia,Startup,0,15,766,2023-06
1074,01-06-2023,403,UK,Startup,0,23,5064,2023-06
1024,01-06-2023,850,Australia,Startup,0,1,1210,2023-06
1019,01-06-2023,174,UK,SMB,0,44,3180,2023-06
1034,01-06-2023,191,Germany,SMB,0,48,3204,2023-06
1058,01-06-2023,605,Germany,Enterprise,0,21,7876,2023-06
1076,01-06-2023,292,USA,SMB,0,9,671,2023-06
1078,01-06-2023,751,Australia,Startup,0,23,4737,2023-06
1045,01-06-2023,280,USA,SMB,0,32,3044,2023-06
1057,01-06-2023,329,Australia,Enterprise,0,18,6774,2023-06
1079,01-06-2023,510,Australia,SMB,0,28,1574,2023-06
1063,01-06-2023,182,India,Enterprise,0,25,3662,2023-06
1097,01-06-2023,485,Germany,Startup,0,32,5576,2023-06
1073,01-06-2023,864,USA,SMB,0,42,5752,2023-06
1036,01-06-2023,733,USA,SMB,0,38,6095,2023-06
1050,01-06-2023,272,Germany,Startup,0,39,9906,2023-06
1077,01-06-2023,920,India,Startup,0,45,2877,2023-06
1062,01-06-2023,205,UK,Enterprise,1,15,4271,2023-06
1005,02-06-2023,515,Australia,Startup,0,39,8750,2023-06
1016,02-06-2023,139,India,SMB,0,17,1077,2023-06
1078,02-06-2023,932,Germany,Enterprise,0,44,1351,2023-06
1017,02-06-2023,244,India,Enterprise,0,44,2865,2023-06
1018,02-06-2023,420,UK,Enterprise,0,13,7828,2023-06
1073,02-06-2023,663,India,SMB,0,23,3301,2023-06
1058,02-06-2023,482,Germany,SMB,0,15,7953,2023-06
1060,02-06-2023,53,India,SMB,0,24,1611,2023-06
1019,02-06-2023,209,India,SMB,0,42,4442,2023-06
1052,02-06-2023,321,Germany,SMB,0,20,4514,2023-06
1036,02-06-2023,839,UK,Enterprise,0,44,5666,2023-06
1061,02-06-2023,471,UK,Enterprise,0,45,6626,2023-06
1027,02-06-2023,446,USA,SMB,0,25,2404,2023-06
1022,02-06-2023,75,UK,Enterprise,0,33,8065,2023-06
1009,02-06-2023,743,India,Enterprise,1,30,4342,2023-06
1083,02-06-2023,659,India,Startup,0,13,6383,2023-06
1068,02-06-2023,769,UK,SMB,0,5,8801,2023-06
1021,02-06-2023,268,Germany,Startup,0,1,5812,2023-06
1056,02-06-2023,676,UK,SMB,1,16,4819,2023-06
1003,02-06-2023,891,India,SMB,0,1,2134,2023-06
1006,02-06-2023,831,Australia,Startup,0,38,1268,2023-06
1024,02-06-2023,901,Australia,Enterprise,0,41,8679,2023-06
1031,02-06-2023,106,Australia,SMB,1,46,9062,2023-06
1037,02-06-2023,75,India,Startup,0,8,2359,2023-06
1092,02-06-2023,601,Germany,Enterprise,0,26,3162,2023-06
1015,02-06-2023,636,Australia,SMB,0,37,1261,2023-06
1040,03-06-2023,203,India,Startup,0,30,8328,2023-06
1080,03-06-2023,736,UK,Startup,0,37,5087,2023-06
1003,03-06-2023,344,India,SMB,0,40,3555,2023-06
1094,03-06-2023,341,Germany,Startup,0,38,5826,2023-06
1050,03-06-2023,477,Germany,SMB,0,1,1842,2023-06
1016,03-06-2023,144,Germany,Enterprise,0,37,5285,2023-06
1072,03-06-2023,191,India,SMB,0,10,7955,2023-06
1024,03-06-2023,951,USA,Startup,0,14,5002,2023-06
1074,03-06-2023,408,USA,Enterprise,0,30,5900,2023-06
1087,03-06-2023,614,UK,Startup,0,4,4567,2023-06
1005,03-06-2023,58,Germany,Startup,0,6,4234,2023-06
1093,03-06-2023,710,USA,Enterprise,0,43,6230,2023-06
1035,03-06-2023,824,UK,SMB,0,4,5325,2023-06
1055,03-06-2023,697,Germany,Enterprise,0,49,5755,2023-06
1027,03-06-2023,559,Australia,Startup,0,5,3332,2023-06
1004,03-06-2023,928,USA,Startup,0,39,4708,2023-06
1008,03-06-2023,509,Germany,Enterprise,0,36,1373,2023-06
1011,03-06-2023,628,USA,Startup,0,37,9719,2023-06
1100,03-06-2023,527,India,SMB,0,27,5289,2023-06
1033,03-06-2023,327,India,Startup,0,18,5508,2023-06
1095,03-06-2023,742,USA,SMB,0,12,6557,2023-06
1045,03-06-2023,431,Australia,SMB,1,16,9613,2023-06
1066,03-06-2023,132,Australia,Startup,0,22,2077,2023-06
1012,03-06-2023,623,Australia,SMB,0,11,7186,2023-06
1031,03-06-2023,53,Australia,SMB,0,35,691,2023-06
1018,03-06-2023,382,Germany,Startup,0,26,8431,2023-06
1054,04-06-2023,811,Germany,SMB,0,9,3997,2023-06
1078,04-06-2023,910,India,Startup,0,35,8242,2023-06
1052,04-06-2023,536,UK,SMB,0,34,2657,2023-06
1039,04-06-2023,914,Germany,SMB,0,20,775,2023-06
1019,04-06-2023,738,UK,Startup,1,24,8078,2023-06
1045,04-06-2023,850,Australia,Enterprise,0,45,2326,2023-06
1009,04-06-2023,296,UK,Startup,0,28,7174,2023-06
1044,04-06-2023,152,Australia,Startup,0,7,536,2023-06
1065,04-06-2023,394,Germany,Enterprise,1,37,5572,2023-06
1069,04-06-2023,493,Australia,Enterprise,0,34,1260,2023-06
1038,04-06-2023,264,UK,Startup,0,23,9122,2023-06
1057,04-06-2023,708,Australia,Enterprise,0,38,9584,2023-06
1077,04-06-2023,634,Australia,Startup,0,5,5816,2023-06
1070,04-06-2023,74,Australia,Enterprise,0,34,9971,2023-06
1016,04-06-2023,986,UK,Startup,0,38,3128,2023-06
1062,04-06-2023,588,UK,Enterprise,0,46,2848,2023-06
1047,04-06-2023,835,India,SMB,0,20,7597,2023-06
1020,04-06-2023,540,USA,SMB,0,14,8675,2023-06
1037,04-06-2023,698,UK,Enterprise,0,8,9994,2023-06
1035,04-06-2023,634,Australia,SMB,0,18,7520,2023-06
1064,04-06-2023,605,Australia,Startup,0,23,6346,2023-06
1084,04-06-2023,498,India,SMB,0,32,3023,2023-06
1051,04-06-2023,931,India,Startup,0,28,6577,2023-06
1055,04-06-2023,234,UK,Startup,0,32,8111,2023-06
1074,04-06-2023,946,India,Enterprise,0,5,5851,2023-06
1060,04-06-2023,774,Australia,Enterprise,0,25,8170,2023-06
1067,04-06-2023,312,Australia,SMB,0,28,9949,2023-06
1012,04-06-2023,481,USA,SMB,0,3,6656,2023-06
1093,04-06-2023,720,Australia,Enterprise,0,10,4825,2023-06
1075,04-06-2023,880,India,Enterprise,0,32,7508,2023-06
1029,04-06-2023,307,USA,Startup,0,38,2840,2023-06
1098,04-06-2023,435,India,Enterprise,0,25,9496,2023-06
1071,04-06-2023,259,UK,SMB,0,8,8567,2023-06
1048,04-06-2023,557,Germany,Startup,0,41,6529,2023-06
1059,04-06-2023,303,UK,SMB,0,4,8945,2023-06
1082,04-06-2023,498,UK,Enterprise,0,48,5610,2023-06
1017,04-06-2023,240,India,SMB,0,24,2984,2023-06
1080,04-06-2023,737,Germany,SMB,1,35,2962,2023-06
1091,04-06-2023,181,UK,Enterprise,0,48,2715,2023-06
1011,05-06-2023,830,UK,Startup,1,23,5020,2023-06
1009,05-06-2023,603,UK,SMB,0,14,5725,2023-06
1054,05-06-2023,811,USA,Startup,0,37,6465,2023-06
1038,05-06-2023,680,USA,Enterprise,0,8,3300,2023-06
1031,05-06-2023,373,Germany,SMB,0,19,2294,2023-06
1042,05-06-2023,250,USA,Enterprise,0,38,1807,2023-06
1046,05-06-2023,225,USA,Enterprise,1,16,3039,2023-06
1058,05-06-2023,596,UK,Startup,1,48,1639,2023-06
1061,05-06-2023,569,UK,Startup,0,10,5167,2023-06
1010,05-06-2023,315,Australia,Startup,0,6,2769,2023-06
1039,05-06-2023,964,Germany,SMB,0,14,9598,2023-06
1044,05-06-2023,607,Australia,Enterprise,0,32,2045,2023-06
1087,05-06-2023,958,Germany,Enterprise,0,9,2925,2023-06
1040,05-06-2023,196,Germany,SMB,0,15,2372,2023-06
1097,05-06-2023,863,India,SMB,0,3,7926,2023-06
1080,05-06-2023,764,Australia,Startup,0,23,3622,2023-06
1045,05-06-2023,858,UK,Startup,0,40,3943,2023-06
1071,05-06-2023,256,Germany,Enterprise,0,44,7215,2023-06
1090,05-06-2023,983,UK,Startup,0,38,3356,2023-06
1027,05-06-2023,343,Australia,Enterprise,0,35,3007,2023-06
1034,05-06-2023,97,UK,Enterprise,0,28,9217,2023-06
1015,05-06-2023,968,Australia,SMB,1,9,2765,2023-06
1041,05-06-2023,642,India,Startup,0,13,9156,2023-06
1076,05-06-2023,145,India,Enterprise,0,9,6921,2023-06
1005,05-06-2023,410,USA,SMB,0,36,1620,2023-06
1094,05-06-2023,259,Germany,SMB,0,25,1115,2023-06
1086,05-06-2023,420,India,Startup,0,15,9639,2023-06
1051,05-06-2023,145,Germany,Enterprise,0,39,6325,2023-06
1085,05-06-2023,666,UK,SMB,0,16,2722,2023-06
1028,05-06-2023,570,Germany,Startup,0,14,5167,2023-06
1099,05-06-2023,235,UK,SMB,0,14,6571,2023-06
1018,05-06-2023,605,Germany,Enterprise,0,27,6403,2023-06
1008,05-06-2023,524,India,Enterprise,0,33,4133,2023-06
1075,05-06-2023,408,UK,Enterprise,0,22,8428,2023-06
1072,05-06-2023,452,Germany,Startup,0,49,5156,2023-06
1021,05-06-2023,748,Germany,Enterprise,0,9,3048,2023-06
1069,05-06-2023,328,Australia,Startup,0,11,9179,2023-06
1083,06-06-2023,577,UK,SMB,0,20,2227,2023-06
1092,06-06-2023,546,India,Startup,0,31,8570,2023-06
1060,06-06-2023,519,Australia,Enterprise,0,45,4130,2023-06
1091,06-06-2023,783,India,Startup,0,43,2224,2023-06
1032,06-06-2023,600,UK,Startup,0,48,8188,2023-06
1094,06-06-2023,839,USA,Startup,0,12,4263,2023-06
1078,06-06-2023,203,UK,Enterprise,0,39,1586,2023-06
1070,06-06-2023,405,India,Enterprise,0,21,8912,2023-06
1051,06-06-2023,778,Australia,Startup,0,19,9164,2023-06
1084,06-06-2023,50,Australia,Enterprise,0,17,2033,2023-06
1097,06-06-2023,804,UK,SMB,0,9,8473,2023-06
1048,06-06-2023,592,USA,SMB,0,30,8282,2023-06
1043,06-06-2023,724,Australia,Startup,0,17,1106,2023-06
1099,06-06-2023,257,Australia,SMB,0,14,1283,2023-06
1055,06-06-2023,872,India,Enterprise,0,34,1632,2023-06
1001,06-06-2023,978,USA,Enterprise,0,7,6062,2023-06
1087,06-06-2023,898,USA,Enterprise,0,45,3824,2023-06
1029,06-06-2023,74,UK,Startup,0,44,6586,2023-06
1076,06-06-2023,287,USA,Startup,1,8,3543,2023-06
1074,06-06-2023,657,India,SMB,0,11,505,2023-06
1089,06-06-2023,583,Germany,Startup,0,1,7347,2023-06
1095,06-06-2023,507,India,Startup,0,6,2473,2023-06
1080,06-06-2023,970,USA,Startup,0,30,5237,2023-06
1063,06-06-2023,289,Australia,Enterprise,0,48,3738,2023-06
1049,06-06-2023,603,Australia,SMB,0,3,7838,2023-06
1018,06-06-2023,811,UK,SMB,0,6,2471,2023-06
1072,06-06-2023,332,Germany,Startup,0,38,3366,2023-06
1050,06-06-2023,736,India,SMB,0,39,9816,2023-06
1068,06-06-2023,788,India,Startup,0,27,9991,2023-06
1015,06-06-2023,621,UK,SMB,0,9,2199,2023-06
1022,06-06-2023,417,USA,Enterprise,0,20,4239,2023-06
1046,06-06-2023,327,Germany,Startup,0,2,9484,2023-06
1085,06-06-2023,652,UK,Startup,0,40,5905,2023-06
1039,06-06-2023,620,Germany,Startup,0,23,7724,2023-06
1025,06-06-2023,778,India,Enterprise,1,35,8933,2023-06
1058,06-06-2023,514,UK,Enterprise,0,7,2378,2023-06
1034,07-06-2023,169,India,SMB,0,36,8999,2023-06
1073,07-06-2023,283,UK,Startup,0,15,6517,2023-06
1063,07-06-2023,51,India,SMB,0,41,2045,2023-06
1064,07-06-2023,274,UK,SMB,0,49,7830,2023-06
1025,07-06-2023,242,India,Startup,0,26,5207,2023-06
1075,07-06-2023,950,UK,Startup,0,46,8925,2023-06
1066,07-06-2023,497,UK,Startup,0,29,1655,2023-06
1050,07-06-2023,995,Germany,Enterprise,0,36,2494,2023-06
1090,07-06-2023,86,USA,SMB,0,27,4474,2023-06
1067,07-06-2023,506,UK,SMB,0,36,9321,2023-06
1044,07-06-2023,719,UK,Enterprise,0,20,5486,2023-06
1047,07-06-2023,412,Germany,SMB,0,22,9323,2023-06
1097,07-06-2023,854,Germany,Enterprise,0,20,3534,2023-06
1070,07-06-2023,66,India,Enterprise,0,1,4369,2023-06
1084,07-06-2023,841,USA,Startup,1,13,5574,2023-06
1032,07-06-2023,882,Australia,Startup,0,43,9307,2023-06
1023,07-06-2023,144,Australia,SMB,0,9,2801,2023-06
1010,07-06-2023,232,Australia,Enterprise,0,29,2445,2023-06
1022,07-06-2023,887,Germany,Startup,1,44,3406,2023-06
1004,07-06-2023,594,India,SMB,0,5,639,2023-06
1093,07-06-2023,637,UK,Startup,1,34,2672,2023-06
1033,07-06-2023,398,Germany,SMB,1,37,3197,2023-06
1035,07-06-2023,769,USA,Startup,0,45,7754,2023-06
1086,07-06-2023,144,Germany,SMB,0,28,8704,2023-06
1037,07-06-2023,303,Germany,Enterprise,0,10,6351,2023-06
1092,07-06-2023,958,USA,Startup,0,6,4112,2023-06
1085,07-06-2023,382,Germany,SMB,0,16,1832,2023-06
1003,07-06-2023,452,USA,SMB,0,6,2296,2023-06
1055,07-06-2023,492,USA,SMB,0,6,8018,2023-06
1091,07-06-2023,604,Australia,SMB,0,27,9225,2023-06
1068,07-06-2023,906,UK,SMB,0,4,3420,2023-06
1011,07-06-2023,799,UK,SMB,0,20,1958,2023-06
1043,07-06-2023,773,Germany,Startup,1,18,6592,2023-06
1048,07-06-2023,898,UK,Enterprise,1,28,6584,2023-06
1061,07-06-2023,973,India,Enterprise,0,29,6160,2023-06
1096,07-06-2023,727,India,SMB,0,23,1242,2023-06
1009,07-06-2023,107,USA,Enterprise,0,15,7830,2023-06
1086,08-06-2023,647,India,SMB,0,10,5170,2023-06
1031,08-06-2023,152,Australia,Enterprise,0,5,1904,2023-06
1052,08-06-2023,446,UK,SMB,0,31,1080,2023-06
1011,08-06-2023,214,USA,SMB,0,3,3463,2023-06
1053,08-06-2023,947,USA,Startup,0,32,3043,2023-06
